Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
National Institute of Technology Meghalaya#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25994#27757
National Institute of Technology Meghalaya#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#36768#36768
National Institute of Technology Meghalaya#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#126276#171943
National Institute of Technology Meghalaya#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#334118#334118
National Institute of Technology Meghalaya#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#20164#24379
National Institute of Technology Meghalaya#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34309#34309
National Institute of Technology Meghalaya#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#147613#147613
National Institute of Technology Meghalaya#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#396058#396058
National Institute of Technology Meghalaya#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25980#31547
National Institute of Technology Meghalaya#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#44650#44650
National Institute of Technology Nagaland#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#38868#43460
National Institute of Technology Nagaland#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#47872#51119
National Institute of Technology Nagaland#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18431#26537
National Institute of Technology Nagaland#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#30845#30845
National Institute of Technology Nagaland#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#32718#37750
National Institute of Technology Nagaland#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#42150#46957
National Institute of Technology Nagaland#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#29340#31949
National Institute of Technology Nagaland#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#38754#40944
National Institute of Technology Nagaland#Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#32036#40076
National Institute of Technology Nagaland#Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#50629#50629
National Institute of Technology Nagaland#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#36934#39804
National Institute of Technology Nagaland#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#48813#50683
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#2113#4525
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#2053#3123
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#845#1249
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#1116#1191
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#25267#36374
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#42590#48484
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#22338#34526
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#36572#42667
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#5849#14960
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#21132#29059
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8888#12330
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16593#20636
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#21901#28852
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#37154#42463
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#20034#23905
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29551#33101
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#16748#21661
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#31602#39903
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13060#18119
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#20314#24795
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#18665#31717
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#42080#43180
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15509#27880
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#37745#39066
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#95317#190681
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#115146#115146
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#31942#34515
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#31099#31099
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#21846#69141
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#43532#103198
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8907#12652
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14542#16259
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#76823#147785
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#67173#102251
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#19819#24586
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#27351#30451
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#63577#109394
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#58357#82367
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15094#19110
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16811#23255
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#58590#148287
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#188304#197636
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18905#26224
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#38947#38947
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#1295#5461
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#600#1515
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#1096#1308
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#973#1099
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#58947#83204
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#74822#79706
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#36369#42845
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#39942#44352
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#67808#75010
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#54962#74830
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#33427#40580
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#41188#42738
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#42684#54964
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#41356#50136
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#26275#30899
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29651#38168
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#16625#51959
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#44573#52751
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#26222#31747
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35856#40485
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#11399#17962
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#11402#27453
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#7775#9560
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#11166#14424
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#27543#40091
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#38554#40530
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15740#21001
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#27849#28685
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#18204#34416
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#37162#38131
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13273#14958
National Institute of Technology Raipur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#19258#22498
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#18371#28198
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30412#34112
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9924#11628
National Institute of Technology Raipur#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14830#16887
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#25872#41567
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#41070#45559
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9595#23972
National Institute of Technology Raipur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34325#36267
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#41217#65772
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#55122#61922
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#32490#37881
National Institute of Technology Raipur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#43016#44614
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#50565#66626
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#48527#76467
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#35455#38984
National Institute of Technology Raipur#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#42358#46384
National Institute of Technology Sikkim#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#312257#924450
National Institute of Technology Sikkim#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#164378#895410
National Institute of Technology Sikkim#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#35676#41223
National Institute of Technology Sikkim#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#50825#50825
National Institute of Technology Sikkim#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#45891#329823
National Institute of Technology Sikkim#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#323086#423326
National Institute of Technology Sikkim#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18687#21157
National Institute of Technology Sikkim#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#25683#29218
National Institute of Technology Sikkim#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#342926#865242
National Institute of Technology Sikkim#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#313353#472668
National Institute of Technology Sikkim#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#29387#33985
National Institute of Technology Sikkim#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#39992#39992
National Institute of Technology Sikkim#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#129739#608371
National Institute of Technology Sikkim#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#443139#533054
National Institute of Technology Sikkim#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25007#29160
National Institute of Technology Sikkim#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#33219#33219
National Institute of Technology Sikkim#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#822346#929527
National Institute of Technology Sikkim#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#24954#35962
National Institute of Technology Sikkim#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#45248#47975
National Institute of Technology Arunachal Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#112033#138608
National Institute of Technology Arunachal Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#36451#41694
National Institute of Technology Arunachal Pradesh#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#48528#49710
National Institute of Technology Arunachal Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#56549#59180
National Institute of Technology Arunachal Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15374#22999
National Institute of Technology Arunachal Pradesh#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29789#30241
National Institute of Technology Arunachal Pradesh#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#141116#141657
National Institute of Technology Arunachal Pradesh#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#27531#35051
National Institute of Technology Arunachal Pradesh#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#41626#43824
National Institute of Technology Arunachal Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#69472#107472
National Institute of Technology Arunachal Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#28129#31146
National Institute of Technology Arunachal Pradesh#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34302#38392
National Institute of Technology Arunachal Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#147460#187138
National Institute of Technology Arunachal Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#35842#39073
National Institute of Technology Arunachal Pradesh#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#47863#47957
National Institute of Technology, Jamshedpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#28883#36937
National Institute of Technology, Jamshedpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#34407#48775
National Institute of Technology, Jamshedpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25875#30485
National Institute of Technology, Jamshedpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#40417#41468
National Institute of Technology, Jamshedpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#7567#12502
National Institute of Technology, Jamshedpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#16808#20770
National Institute of Technology, Jamshedpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#3412#8163
National Institute of Technology, Jamshedpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#11967#13293
National Institute of Technology, Jamshedpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19304#24762
National Institute of Technology, Jamshedpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#27160#33932
National Institute of Technology, Jamshedpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13876#17724
National Institute of Technology, Jamshedpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#26133#29307
National Institute of Technology, Jamshedpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#13233#19253
National Institute of Technology, Jamshedpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#23424#25560
National Institute of Technology, Jamshedpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11547#13491
National Institute of Technology, Jamshedpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16961#21112
National Institute of Technology, Jamshedpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#19550#28531
National Institute of Technology, Jamshedpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#33026#38709
National Institute of Technology, Jamshedpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#12636#21365
National Institute of Technology, Jamshedpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#30539#38047
National Institute of Technology, Jamshedpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#28985#38964
National Institute of Technology, Jamshedpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#33477#47060
National Institute of Technology, Jamshedpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#29404#35089
National Institute of Technology, Jamshedpur#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#41414#45419
National Institute of Technology, Jamshedpur#Production and Industrial Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#30836#39894
National Institute of Technology, Jamshedpur#Production and Industrial Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#51820#52618
National Institute of Technology, Jamshedpur#Production and Industrial Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#31177#34858
National Institute of Technology, Jamshedpur#Production and Industrial Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#39012#42298
National Institute of Technology, Kurukshetra#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#16247#30101
National Institute of Technology, Kurukshetra#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#35022#53857
National Institute of Technology, Kurukshetra#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#19661#26506
National Institute of Technology, Kurukshetra#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35027#38593
National Institute of Technology, Kurukshetra#Computer Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#2692#5748
National Institute of Technology, Kurukshetra#Computer Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#2432#10748
National Institute of Technology, Kurukshetra#Computer Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#2525#4750
National Institute of Technology, Kurukshetra#Computer Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#6874#7776
National Institute of Technology, Kurukshetra#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#14345#18644
National Institute of Technology, Kurukshetra#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#21350#25744
National Institute of Technology, Kurukshetra#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10638#14650
National Institute of Technology, Kurukshetra#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#20218#23352
National Institute of Technology, Kurukshetra#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#8869#13209
National Institute of Technology, Kurukshetra#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#16310#19995
National Institute of Technology, Kurukshetra#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#6567#10235
National Institute of Technology, Kurukshetra#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14599#16094
National Institute of Technology, Kurukshetra#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#5423#7540
National Institute of Technology, Kurukshetra#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#12320#14425
National Institute of Technology, Kurukshetra#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#5065#6290
National Institute of Technology, Kurukshetra#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#10704#11898
National Institute of Technology, Kurukshetra#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#195#22923
National Institute of Technology, Kurukshetra#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#30032#44604
National Institute of Technology, Kurukshetra#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8450#16872
National Institute of Technology, Kurukshetra#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#28877#31324
National Institute of Technology, Kurukshetra#Production and Industrial Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#23216#36616
National Institute of Technology, Kurukshetra#Production and Industrial Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#41800#60558
National Institute of Technology, Kurukshetra#Production and Industrial Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#26451#30722
National Institute of Technology, Kurukshetra#Production and Industrial Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#39960#42052
National Institute of Technology, Manipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#50210#121784
National Institute of Technology, Manipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#108606#148165
National Institute of Technology, Manipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#36324#40827
National Institute of Technology, Manipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#51420#51420
National Institute of Technology, Manipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#53268#235192
National Institute of Technology, Manipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#149081#167200
