Institute#Academic Program Name#Quota#Seat Type#Gender#Opening Rank#Closing Rank
National Institute of Technology Goa#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Gender-Neutral#26823#43894
National Institute of Technology Goa#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Female-only (including Supernumerary)#42126#42126
National Institute of Technology Goa#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#69166#69166
National Institute of Technology Goa#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#176913#176913
National Institute of Technology Goa#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14251#17611
National Institute of Technology Goa#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16147#16147
National Institute of Technology Goa#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Gender-Neutral#31703#40651
National Institute of Technology Goa#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Female-only (including Supernumerary)#26821#26821
National Institute of Technology Goa#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#46113#59590
National Institute of Technology Goa#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#95161#95161
National Institute of Technology Goa#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#11497#14061
National Institute of Technology Goa#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#14091#14091
National Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Gender-Neutral#31604#53765
National Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#GO#OPEN#Female-only (including Supernumerary)#54658#62409
National Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#69198#98316
National Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17740#22606
National Institute of Technology Goa#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#31182#33798
National Institute of Technology Hamirpur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#1560#4380
National Institute of Technology Hamirpur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#1540#2338
National Institute of Technology Hamirpur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#434#932
National Institute of Technology Hamirpur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#680#703
National Institute of Technology Hamirpur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#60104#72675
National Institute of Technology Hamirpur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#91382#96139
National Institute of Technology Hamirpur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#26653#28932
National Institute of Technology Hamirpur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#32576#39177
National Institute of Technology Hamirpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#31332#67415
National Institute of Technology Hamirpur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#60358#89027
National Institute of Technology Hamirpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#27748#32076
National Institute of Technology Hamirpur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#29496#40762
National Institute of Technology Hamirpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#11171#19928
National Institute of Technology Hamirpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#12794#31606
National Institute of Technology Hamirpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#874#8881
National Institute of Technology Hamirpur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#5718#11516
National Institute of Technology Hamirpur#Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#17065#21948
National Institute of Technology Hamirpur#Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Female-only (including Supernumerary)#29531#29531
National Institute of Technology Hamirpur#Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#8584#9904
National Institute of Technology Hamirpur#Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Female-only (including Supernumerary)#15484#15484
National Institute of Technology Hamirpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#26865#47384
National Institute of Technology Hamirpur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#40601#83879
National Institute of Technology Hamirpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15155#19947
National Institute of Technology Hamirpur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#25083#28464
National Institute of Technology Hamirpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#21594#34017
National Institute of Technology Hamirpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#40614#58933
National Institute of Technology Hamirpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10127#14260
National Institute of Technology Hamirpur#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#17735#20011
National Institute of Technology Hamirpur#Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Gender-Neutral#36161#40996
National Institute of Technology Hamirpur#Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#HS#OPEN#Female-only (including Supernumerary)#68626#68626
National Institute of Technology Hamirpur#Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Gender-Neutral#9920#16018
National Institute of Technology Hamirpur#Electronics and Communication Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))#OS#OPEN#Female-only (including Supernumerary)#24257#24257
National Institute of Technology Hamirpur#Engineering Physics (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#40790#71756
National Institute of Technology Hamirpur#Engineering Physics (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#98583#106147
National Institute of Technology Hamirpur#Engineering Physics (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17967#23610
National Institute of Technology Hamirpur#Engineering Physics (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#33041#34928
National Institute of Technology Hamirpur#Materials Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#73022#78848
National Institute of Technology Hamirpur#Materials Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#106314#106314
National Institute of Technology Hamirpur#Materials Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#29309#35977
National Institute of Technology Hamirpur#Materials Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#40572#42106
National Institute of Technology Hamirpur#Mathematics and Computing (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#23578#36982
National Institute of Technology Hamirpur#Mathematics and Computing (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#33734#43170
National Institute of Technology Hamirpur#Mathematics and Computing (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#8510#12827
National Institute of Technology Hamirpur#Mathematics and Computing (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#13727#20891
National Institute of Technology Hamirpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#40443#59370
National Institute of Technology Hamirpur#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#87897#98970
National Institute of Technology Hamirpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#20037#25037
National Institute of Technology Hamirpur#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#32155#37751
National Institute of Technology Karnataka, Surathkal#Artificial Intelligence (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#3045#3783
National Institute of Technology Karnataka, Surathkal#Artificial Intelligence (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#4268#4268
National Institute of Technology Karnataka, Surathkal#Artificial Intelligence (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#736#1680
National Institute of Technology Karnataka, Surathkal#Artificial Intelligence (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#2022#2647
National Institute of Technology Karnataka, Surathkal#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#12442#13802
National Institute of Technology Karnataka, Surathkal#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#17427#18044
National Institute of Technology Karnataka, Surathkal#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10601#12472
National Institute of Technology Karnataka, Surathkal#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#18555#18836
National Institute of Technology Karnataka, Surathkal#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#12382#23143
National Institute of Technology Karnataka, Surathkal#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#19077#25292
National Institute of Technology Karnataka, Surathkal#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#9504#15587
National Institute of Technology Karnataka, Surathkal#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#9202#24378
National Institute of Technology Karnataka, Surathkal#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#164#2734
National Institute of Technology Karnataka, Surathkal#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#3605#4247
National Institute of Technology Karnataka, Surathkal#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#34#618
National Institute of Technology Karnataka, Surathkal#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#292#1045
National Institute of Technology Karnataka, Surathkal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#5003#6981
National Institute of Technology Karnataka, Surathkal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#10040#11279
National Institute of Technology Karnataka, Surathkal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#3268#5295
National Institute of Technology Karnataka, Surathkal#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#9624#11045
National Institute of Technology Karnataka, Surathkal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#2951#4740
National Institute of Technology Karnataka, Surathkal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#5974#9111
National Institute of Technology Karnataka, Surathkal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#1196#3404
National Institute of Technology Karnataka, Surathkal#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#3984#6338
National Institute of Technology Karnataka, Surathkal#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#2798#3755
National Institute of Technology Karnataka, Surathkal#Information Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#5221#5366
National Institute of Technology Karnataka, Surathkal#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#694#1650
National Institute of Technology Karnataka, Surathkal#Information Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#3007#3203
National Institute of Technology Karnataka, Surathkal#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#6359#11930
National Institute of Technology Karnataka, Surathkal#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#14095#18637
National Institute of Technology Karnataka, Surathkal#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#6093#9791
National Institute of Technology Karnataka, Surathkal#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#15218#17954
National Institute of Technology Karnataka, Surathkal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#15371#22626
National Institute of Technology Karnataka, Surathkal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#22734#26004
National Institute of Technology Karnataka, Surathkal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13084#17681
National Institute of Technology Karnataka, Surathkal#Metallurgical and Materials Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#24817#28003
National Institute of Technology Karnataka, Surathkal#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#23814#27307
National Institute of Technology Karnataka, Surathkal#Mining Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#29626#31919
National Institute of Technology Karnataka, Surathkal#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#13399#21427
National Institute of Technology Karnataka, Surathkal#Mining Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#30114#34041
National Institute of Technology Meghalaya#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#160377#191193
National Institute of Technology Meghalaya#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#139212#266835
National Institute of Technology Meghalaya#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#38739#40078
National Institute of Technology Meghalaya#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#46492#48435
National Institute of Technology Meghalaya#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#74161#91463
National Institute of Technology Meghalaya#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#163702#163702
National Institute of Technology Meghalaya#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10819#14672
National Institute of Technology Meghalaya#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#19008#19008
National Institute of Technology Meghalaya#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#102183#167053
National Institute of Technology Meghalaya#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#180032#180032
National Institute of Technology Meghalaya#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#24616#28483
National Institute of Technology Meghalaya#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#36059#36059
National Institute of Technology Meghalaya#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#92090#118077
National Institute of Technology Meghalaya#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#153961#153961
National Institute of Technology Meghalaya#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#17081#24265
National Institute of Technology Meghalaya#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#26929#26929
National Institute of Technology Meghalaya#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#168751#179284
National Institute of Technology Meghalaya#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#285300#285300
National Institute of Technology Meghalaya#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#28506#35059
National Institute of Technology Meghalaya#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#40229#40229
National Institute of Technology Nagaland#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#39716#42474
National Institute of Technology Nagaland#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#48795#49010
National Institute of Technology Nagaland#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#16589#23101
National Institute of Technology Nagaland#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#31877#31877
National Institute of Technology Nagaland#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#34565#39095
National Institute of Technology Nagaland#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#42176#42176
National Institute of Technology Nagaland#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#24910#32918
National Institute of Technology Nagaland#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34974#38184
National Institute of Technology Nagaland#Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#35391#40236
National Institute of Technology Nagaland#Electronics and Instrumentation Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#41074#43924
National Institute of Technology Nagaland#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#35413#37910
National Institute of Technology Nagaland#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#43092#51057
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#1605#2100
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#1011#1613
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#763#1012
National Institute of Technology Patna#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#678#850
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#8721#33505
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#20579#47356
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#20460#34680
National Institute of Technology Patna#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#25384#42140
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#2608#13449
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#13664#21047
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10234#12661
National Institute of Technology Patna#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#15701#18462
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#21946#25958
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#6284#34027
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10295#22989
National Institute of Technology Patna#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#27895#30072
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#14014#20343
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#25100#28609
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#12935#17871
National Institute of Technology Patna#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#21876#25701
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#22137#31148
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#35237#46720
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#19814#28037
National Institute of Technology Patna#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35848#39299
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#62928#161607
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#167088#167088
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#31025#35359
National Institute of Technology Puducherry#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#34466#34466
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#11510#51754
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#82067#109089
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#10086#13155
National Institute of Technology Puducherry#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16757#20587
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#57154#125758
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#135881#158546
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#18645#24597
National Institute of Technology Puducherry#Electrical and Electronics Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#28415#28415
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#59700#97297
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#126782#135725
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#14981#18486
National Institute of Technology Puducherry#Electronics and Communication Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#16223#23708
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#98860#135358
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#168191#176079
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#22612#26431
National Institute of Technology Puducherry#Mechanical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#30021#30021
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Gender-Neutral#983#1648
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#HS#OPEN#Female-only (including Supernumerary)#641#641
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Gender-Neutral#840#999
National Institute of Technology Raipur#Architecture (5 Years, Bachelor of Architecture)#OS#OPEN#Female-only (including Supernumerary)#832#937
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#71949#78282
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#48239#73993
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#29818#41142
National Institute of Technology Raipur#Bio Medical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#36830#41483
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#50889#71929
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#57116#71227
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#31252#38687
National Institute of Technology Raipur#Bio Technology (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#36570#42387
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#46224#53233
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#42135#58558
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#25665#31147
National Institute of Technology Raipur#Chemical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#32808#34111
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#44197#51031
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#47928#52578
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#30322#32956
National Institute of Technology Raipur#Civil Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#35629#40648
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#8508#17250
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#2606#24683
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#4173#9541
National Institute of Technology Raipur#Computer Science and Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Female-only (including Supernumerary)#12507#13450
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Gender-Neutral#31094#40619
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#HS#OPEN#Female-only (including Supernumerary)#37860#40300
National Institute of Technology Raipur#Electrical Engineering (4 Years, Bachelor of Technology)#OS#OPEN#Gender-Neutral#15600#20334
